Name,Price,Producer,MPN,EAN,UPC,Form Factor,Protocol,Size,NAND,Controller,Product Page
Kingston SSDNow A400 Series 240 GB,82.00 zł,Kingston,SA400S37/240G,740617261219,,SATA,SATA,240 GB,TLC,Phison PS3111-S-11,https://www.amazon.ca/dp/B01N5IB20Q?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston SSDNow A400 Series 480 GB,117.51 zł,Kingston,SA400S37/480G,740617263442,,SATA,SATA,480 GB,TLC,Phison PS3111-S-11,https://www.amazon.ca/dp/B01N0TQPQB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston SSDNow E50 Series,,Kingston,SE50S37/100G,740617219821,,SATA,SATA,100 GB,,,
Kingston SSDNow UV400 Series,,Kingston,SUV400S37/480G,740617252927,,SATA,SATA,480 GB,TLC,Marvell 88SS1074,
Kingston SSDNow UV400 Series,,Kingston,SUV400S37/120G,740617252866,,SATA,SATA,120 GB,TLC,Marvell 88SS1074,
Kingston SSDNow UV400 Series,,Kingston,SUV400S37/960G,740617252958,,SATA,SATA,960 GB,TLC,Marvell 88SS1074,
Kingston SSDNow UV500 Series 120 GB,106.62 zł,Kingston,SUV500/120G,740617273823,740617273823.0,SATA,SATA,120 GB,TLC,Marvell 88SS1074,https://www.amazon.ca/Kingston-120GB-UV500-SSD-SATA/dp/B07CFXXF49?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CFXXF49
Kingston SSDNow UV500 Series 240 GB,152.99 zł,Kingston,SUV500/240G,740617273809,740617273809.0,SATA,SATA,240 GB,TLC,Marvell 88SS1074,https://www.amazon.ca/Kingston-240GB-UV500-SSD-SATA/dp/B07CCD16YD?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CCD16YD
Kingston SSDNow UV500 Series 480 GB,240.64 zł,Kingston,SUV500/480G,740617273793,740617273793.0,SATA,SATA,480 GB,TLC,Marvell 88SS1074,https://www.amazon.ca/Kingston-480GB-UV500-SSD-SATA/dp/B07CFXNRVD?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07CFXNRVD
Kingston SSDNow UV500 Series 960 GB,508.61 zł,Kingston,SUV500/960G,740617273786,740617273786.0,SATA,SATA,960 GB,TLC,Marvell 88SS1074,https://www.amazon.ca/Kingston-960GB-UV500-SSD-C2C/dp/B07C53S2LT?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07C53S2LT
Kingston Solid State DriveNow UV500 Series M.2 Solid State Drive,177.72 zł,Kingston,SUV500M8/240G,740617274127,740617274127.0,M.2,SATA,240 GB,TLC,Marvell 88SS1074,https://www.amazon.ca/dp/B07C3YHRW3?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston Solid State DriveNow UV500 Series M.2 Solid State Drive 120 GB,134.06 zł,Kingston,SUV500M8/120G,740617274141,740617274141.0,M.2,SATA,120 GB,TLC,Marvell 88SS1074,https://www.amazon.ca/dp/B07C3YMVBL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston Solid State DriveNow UV500 Series M.2 Solid State Drive 480 GB,373.57 zł,Kingston,SUV500M8/480G,740617274103,740617274103.0,M.2,SATA,480 GB,TLC,Marvell 88SS1074,https://www.amazon.ca/dp/B07C3LQB65?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Kingston SSDNow V300 Series,,Kingston,SV300S37A/240G,740617212716,,SATA,SATA,240 GB,MLC,LSI SandForce SF-2281,
Kingston SSDNow V300 Series,631.10 zł,Kingston,SV300S37A/480G,740617223941,,SATA,SATA,480 GB,MLC,LSI SandForce SF-2281,https://www.amazon.ca/Kingston-Digital-2-5-Inch-SV300S37A-480G/dp/B00FXJWO5C?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00FXJWO5C
KIOXIA Exceria NVMe Series 1000 GB,,Kioxia,LRC10Z001TG8,4582563851924,,M.2,NVM,1000 GB,TLC,Toshiba,
KIOXIA Exceria NVMe Series 250 GB,,Kioxia,LRC10Z250GG8,4582563851900,,M.2,NVM,250 GB,TLC,Toshiba,
KIOXIA Exceria NVMe Series 500 GB,,Kioxia,LRC10Z500GG8,4582563851917,,M.2,NVM,500 GB,TLC,Toshiba,
KIOXIA Exceria Plus NVMe Series 1000 GB,,Kioxia,LRD10Z001TG8,4582563851979,,M.2,NVM,1000 GB,TLC,Toshiba,
KIOXIA Exceria Plus NVMe Series 2000 GB,,Kioxia,LRD10Z002TG8,4582563851986,,M.2,NVM,2000 GB,TLC,Toshiba,
KIOXIA Exceria Plus NVMe Series 500 GB,,Kioxia,LRD10Z500GG8,4582563851962,,M.2,NVM,500 GB,TLC,Toshiba,
KIOXIA Exceria Series 240 GB,,Kioxia,LTC10Z240GG8,4582563851849,,SATA,SATA,240 GB,TLC,Phison PS3111-S11,
KIOXIA Exceria Series 480 GB,,Kioxia,LTC10Z480GG8,4582563851856,,SATA,SATA,480 GB,TLC,Phison PS3111-S11,
KIOXIA Exceria Series 960 GB,,Kioxia,LTC10Z960GG8,4582563851863,,SATA,SATA,960 GB,TLC,Phison PS3111-S11,
Mach Xtreme SATA DOM Solid State Drive,,Mach Xtreme Technology,MXSSD2SSLD32G-H,4711542855404,,SATA,SATA,32 GB,SLC,,
Mach Xtreme Technology DS Fusion Ultra,,Mach Xtreme Technology,MXSSD3MDSFU-120G,4711542855046,,SATA,SATA,120 GB,MLC,SMI 2246EN,
Mach Xtreme Technology DS Turbo PREMIUM Series,,Mach Xtreme Technology,MXSSD3MDSTP-120G,4711542853592,,SATA,SATA,120 GB,MLC,SandForce SF-2281,
Micron 1100,,Micron,MTFDDAK256TBN-1AR1ZABYY,649528779885,,SATA,SATA,256 GB,TLC,Marvell 88SS1074,
Mushkin Element 1000 GB,,Mushkin,MKNSSDEV1TB-D8,846651034281,,M.2,NVM,1000 GB,3D NAND,k.A.,
Mushkin Element 2000 GB,,Mushkin,MKNSSDEV2TB-D8,846651034298,,M.2,NVM,2000 GB,3D NAND,k.A.,
Mushkin Element 4000 GB,,Mushkin,MKNSSDEV4TB-D8,846651034564,,M.2,NVM,4000 GB,3D NAND,k.A.,
Mushkin Element 512 GB,,Mushkin,MKNSSDEV512GB-D8,846651034267,,M.2,NVM,512 GB,3D NAND,k.A.,
OCZ TL100 120GB TLC,,OCZ,TL100-25SAT3-120G,842024037958,,SATA,SATA,120 GB,,,
OCZ TL100 240GB TLC,,OCZ,TL100-25SAT3-240G,842024037965,,SATA,SATA,240 GB,,,
OCZ TR150 480GB TLC,,OCZ,TRN150-25SAT3-480G,842024037705,,SATA,SATA,480 GB,,,
OCZ TR150 960GB TLC,1041.20 zł,OCZ,TRN150-25SAT3-960G,842024037712,,SATA,SATA,960 GB,,,https://www.amazon.ca/OCZ-Storage-Solutions-S%C3%83%C2%B3lido-Interno/dp/B01B4NUKDS?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01B4NUKDS
OCZ VT180 480GB MLC,,OCZ,VTR180-25SAT3-480G,842024036555,,SATA,SATA,480 GB,,,
OWC Aura 6G 120GB MLC low profile (MacBook Air 2012),,OWC,OWCSSDA2A6G120,812437020151,,SATA,SATA,120 GB,,,
OWC Aura 6G 240GB MLC low profile (2010/2011 MacBook Air),,OWC,OWCSSDA116G240,812437020106,,SATA,SATA,240 GB,,,
OWC Aura 6G 240GB MLC low profile (iMac late 2012),,OWC,OWCSSDIM12D240,812437021462,,SATA,SATA,240 GB,,,
OWC Aura 6G 240GB MLC low profile (MacBook Pro RD Edition),,OWC,OWCSSDA12R240,812437020212,,SATA,SATA,240 GB,,,
OWC Aura 6G 480GB MLC low profile (iMac late 2012),,OWC,OWCSSDIM12D480,812437021769,,SATA,SATA,480 GB,,,
OWC Aura 6G 480GB MLC low profile (MacBook Pro RD Edition),,OWC,OWCSSDA12R480,812437020229,,SATA,SATA,480 GB,,,
OWC Aura 6G 960GB MLC low profile (iMac late 2012),,OWC,OWCSSDIM12D960,812437020168,,SATA,SATA,960 GB,,,
OWC Aura Pro 6G 120GB MLC low profile (2010/2011 MacBook Air),,OWC,OWCSSDA116G120,812437020090,,SATA,SATA,120 GB,,,
Patriot Blast,,Patriot,PBT480GS25SSDR,815530019756,,SATA,SATA,480 GB,TLC,Phison PS3110-S10,
Patriot Burst,114.80 zł,Patriot,PBU120GS25SSDR,814914023921,,SATA,SATA,120 GB,,Phison S11,https://www.amazon.ca/dp/B07574MTR4?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Patriot Burst,131.23 zł,Patriot,PBU240GS25SSDR,814914023938,,SATA,SATA,240 GB,,Phison S11,https://www.amazon.ca/Patriot-Memory-Burst-240GB-Internal/dp/B07573JBW3?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07573JBW3
Patriot Flare,,Patriot,PFL120GS25SSDR,814914023136,,SATA,SATA,120 GB,MLC,Phison S11,
Patriot Flare,,Patriot,PFL60GS25SSDR,814914023129,,SATA,SATA,60 GB,MLC,Phison S11,
Patriot HellFire,,Patriot,PH480GPM280SSDR,814914022436,,M.2,NVM,480 GB,MLC,Phison PS5007-E7,
Patriot HellFire M.2 Solid State Drive,,Patriot,PH240GPM280SSDR,814914022429,,M.2,SATA,240 GB,MLC,Phison PS5007-E7,
Patriot Spark,,Patriot,PSK512GS25SSDR,814914022382,,SATA,SATA,512 GB,,,
Patriot Spark,,Patriot,PSK128GS25SSDR,814914022368,,SATA,SATA,128 GB,TLC,Phison S11,
Patriot Spark,,Patriot,PSK256GS25SSDR,814914022375,,SATA,SATA,256 GB,TLC,Phison S11,
PNY CS2211,,PNY,SSD7CS2211-960-PB,3536403350673,,SATA,SATA,960 GB,MLC,,
PNY CS3140 4000 GB,1985.36 zł,PNY,M280CS3140-4TB-RB,751492648521,,M.2,NVM,4000 GB,3D TLC,,https://www.amazon.ca/dp/B09C44XFZ2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
PNY CS900,,PNY,SSD7CS900-120-PB,3536403351717,,SATA,SATA,120 GB,TLC,,
Sabrent Rocket,184.84 zł,Sabrent,SB-ROCKET-256,840025210615,,M.2,NVM,256 GB,TLC,Phison PS5012,https://www.amazon.ca/dp/B07KGLN3HN?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 750 EVO Series 120GB,,Samsung,MZ-750120BW,8806088101743,,SATA,SATA,120 GB,,,
Samsung 850 PRO Series 128GB,,Samsung,MZ-7KE128BW,8806086264617,,SATA,SATA,128 GB,,,
Samsung SM961-NVMe Series 128GB MLC - - Enterprise,,Samsung,MZVPW128HEGM-00000,5711783185512,,M.2,NVM,128 GB,,,
Samsung 750 Evo Series,,SAMSUNG,MZ-750500BW,8806088409825,887276168630.0,SATA,SATA,500 GB,TLC,Samsung MGX,
Samsung 750 Evo Series,,SAMSUNG,MZ-750250BW,8806088101781,,SATA,SATA,250 GB,TLC,Samsung MGX,
Samsung 850 EVO Series,,SAMSUNG,MZ-75E1T0B,8806086523042,,SATA,SATA,1000 GB,,,
Samsung 850 EVO Series,,SAMSUNG,MZ-75E2T0B/EU,8806086995344,,SATA,SATA,2000 GB,,,
Samsung 850 EVO Series,,SAMSUNG,MZ-75E500B,8806086523035,,SATA,SATA,500 GB,TLC,Samsung MGX,
Samsung 850 EVO Series,,SAMSUNG,MZ-75E250B,8806086522977,,SATA,SATA,250 GB,TLC,Samsung MGX,
Samsung 850 EVO Series,,SAMSUNG,MZ-75E4T0B,8806088090979,,SATA,SATA,4000 GB,TLC,Samsung MHX,
Samsung 850 PRO Series Solid State Drive,,SAMSUNG,MZ-7KE2T0BW,8806086860987,887276084305.0,SATA,SATA,2000 GB,,,
Samsung 850 PRO Series Solid State Drive,,SAMSUNG,MZ-7KE1T0BW,8806086264679,,SATA,SATA,1000 GB,,,
Samsung 850 PRO Series Solid State Drive,,SAMSUNG,MZ-7KE512BW,8806086264648,,SATA,SATA,512 GB,MLC,Samsung MEX,
Samsung 850 PRO Series Solid State Drive,,SAMSUNG,MZ-7KE256BW,8806086264631,,SATA,SATA,256 GB,MLC,Samsung MEX,
Samsung 860 EVO Series,,SAMSUNG,MZ-76E250B/EU,8806088933986,,SATA,SATA,250 GB,TLC,Samsung MJX,
Samsung 860 EVO Series 4000 GB,,SAMSUNG,MZ-76E4T0B/EU,8806088934877,,SATA,SATA,4000 GB,TLC,Samsung MJX,
Samsung 860 PRO Series 1000 GB,,SAMSUNG,MZ-76P1T0B/EU,8801643119225,,SATA,SATA,1000 GB,MLC,Samsung MJX,
Samsung 860 PRO Series 2000 GB,1672.33 zł,SAMSUNG,MZ-76P2T0B/EU,8801643120559,,SATA,SATA,2000 GB,MLC,Samsung MJX,https://www.amazon.ca/dp/B078WQT88J?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 860 PRO Series 256 GB,,SAMSUNG,MZ-76P256B/EU,8801643120498,,SATA,SATA,256 GB,MLC,Samsung MJX,
Samsung 860 PRO Series 4000 GB,,SAMSUNG,MZ-76P4T0B/EU,8801643120542,,SATA,SATA,4000 GB,MLC,Samsung MJX,
Samsung 860 PRO Series 512 GB,,SAMSUNG,MZ-76P512B/EU,8801643119072,,SATA,SATA,512 GB,MLC,Samsung MJX,
Samsung 870 EVO 1000 GB,,SAMSUNG,MZ-77E1T0B/EU,8806090545917,,SATA,SATA,1000 GB,MLC,Samsung MKX,
Samsung 870 EVO 2000 GB,,SAMSUNG,MZ-77E2T0B,8806090545900,,SATA,SATA,2000 GB,MLC,Samsung MKX,
Samsung 870 EVO 250 GB,,SAMSUNG,MZ-77E250B/EU,8806090545931,,SATA,SATA,250 GB,MLC,Samsung MKX,
Samsung 870 EVO 4000 GB,,SAMSUNG,MZ-77E4T0B,8806090545894,,SATA,SATA,4000 GB,MLC,Samsung MKX,
Samsung 870 EVO 500 GB,,SAMSUNG,MZ-77E500B/EU,8806090545924,,SATA,SATA,500 GB,MLC,Samsung MKX,
Samsung 870 QVO 1000 GB,,SAMSUNG,MZ-77Q1T0BW,8806090396038,,SATA,SATA,1000 GB,MLC,Samsung MKX,
Samsung 870 QVO 2000 GB,,SAMSUNG,MZ-77Q2T0BW,8806090396007,,SATA,SATA,2000 GB,MLC,Samsung MKX,
Samsung 870 QVO 4000 GB,,SAMSUNG,MZ-77Q4T0BW,8806090396021,,SATA,SATA,4000 GB,MLC,Samsung MKX,
Samsung 870 QVO 8000 GB,2528.50 zł,SAMSUNG,MZ-77Q8T0BW,8806090396014,,SATA,SATA,8000 GB,MLC,Samsung MKX,https://www.amazon.ca/dp/B089C3TZL9?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 960 EVO,325.01 zł,SAMSUNG,MZ-V6E250BW,8806088540139,887276185309.0,M.2,NVM,250 GB,TLC,Samsung Polaris,https://www.amazon.ca/dp/B01LYFKX41?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 960 EVO,480.60 zł,SAMSUNG,MZ-V6E500BW,8806088540122,,M.2,NVM,500 GB,TLC,Samsung Polaris,https://www.amazon.ca/dp/B01M20VBU7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 960 EVO,1865.32 zł,SAMSUNG,MZ-V6E1T0BW,8806088540115,887276185286.0,M.2,NVM,1000 GB,TLC,Samsung Polaris,https://www.amazon.ca/dp/B01LXS4TY6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 960 PRO,1024.91 zł,SAMSUNG,MZ-V6P512BW,8806088540146,887276185316.0,M.2,NVM,512 GB,MLC,Samsung Polaris,https://www.amazon.ca/dp/B01LXS4TYB?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 960 PRO,2076.97 zł,SAMSUNG,MZ-V6P1T0BW,8806088540153,,M.2,NVM,1000 GB,MLC,Samsung Polaris,https://www.amazon.ca/Samsung-Internal-MZ-V6P1T0BW-Canada-Version/dp/B01LYRCIPG?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LYRCIPG
Samsung 960 PRO,4782.92 zł,SAMSUNG,MZ-V6P2T0BW,8806088540160,,M.2,NVM,2000 GB,MLC,Samsung Polaris,https://www.amazon.ca/Samsung-960-Internal-MZ-V6P2T0BW-Version/dp/B01LY3Y9PH?psc=1&SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B01LY3Y9PH
Samsung 970 Evo Plus 250 GB,391.74 zł,SAMSUNG,MZ-V7S250BW,8801643628079,,M.2,NVM,250 GB,MLC,Samsung Phoenix,https://www.amazon.ca/Samsung-MZ-V7S250BW/dp/B07MHXYL6T?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B07MHXYL6T
Samsung 970 Evo Plus 500 GB,526.90 zł,SAMSUNG,MZ-V7S500BW,8801643628116,887276302546.0,M.2,NVM,500 GB,MLC,Samsung Phoenix,https://www.amazon.ca/dp/B07MFBLN7K?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 970 PRO 1000 GB,1353.54 zł,SAMSUNG,MZ-V7P1T0BW,8801643205379,887276261928.0,M.2,NVM,1000 GB,MLC,Samsung Phoenix,https://www.amazon.ca/dp/B07CGGRYVT?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 970 PRO 512 GB,546.91 zł,SAMSUNG,MZ-V7P512BW,8801643205355,887276261904.0,M.2,NVM,512 GB,MLC,Samsung Phoenix,https://www.amazon.ca/dp/B07C8Y31G2?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung 980 1000 GB,,SAMSUNG,MZ-V8V1T0BW,8806090572210,,M.2,NVM,1000 GB,TLC,Samsung Pablo,
Samsung 980 250 GB,,SAMSUNG,MZ-V8V250BW,8806090572234,,M.2,NVM,250 GB,TLC,Samsung Pablo,
Samsung 980 500 GB,,SAMSUNG,MZ-V8V500BW,8806090572227,,M.2,NVM,500 GB,TLC,Samsung Pablo,
Samsung 980 PRO Series 250 GB,,SAMSUNG,MZ-V8P250BW,8806090295645,,M.2,NVM,250 GB,TLC,Samsung Elpis S4LV003,
Samsung 990 PRO Series 1000 GB,,SAMSUNG,MZ-V9P1T0BW,8806094215021,,M.2,NVM,1000 GB,MLC,Samsung Pascal,
Samsung 990 PRO Series 2000 GB,,SAMSUNG,MZ-V9P2T0BW,8806094215038,887276638348.0,M.2,NVM,2000 GB,MLC,Samsung Pascal,
Samsung PM883 Series 0 GB,,SAMSUNG,MZ7LH1T9HMLT-00005,4260580370948,,SATA,SATA,0 GB,MLC,,
Samsung PM883 Series 0 GB,,SAMSUNG,MZ7LH3T8HMLT-00005,4260580370955,,SATA,SATA,0 GB,MLC,,
Samsung PM883 Series 240 GB,,SAMSUNG,MZ7LH240HAHQ-00005,4260580370917,,SATA,SATA,240 GB,MLC,,
Samsung PM883 Series 480 GB,,SAMSUNG,MZ7LH480HAHQ-00005,4260580370924,,SATA,SATA,480 GB,MLC,,
Samsung PM883 Series 960 GB,,SAMSUNG,MZ7LH960HAJR-00005,4260580370931,,SATA,SATA,960 GB,MLC,,
Samsung PM897 Series 480 GB,,SAMSUNG,MZ7L3480HBLT-00A07,4260580377411,,SATA,SATA,480 GB,TLC,,
Samsung PM981 256 GB,40.87 zł,SAMSUNG,MZVLB256HAHQ,0,824142142967.0,M.2,NVM,256 GB,MLC,Samsung Phoenix,https://www.amazon.ca/dp/2253053511?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Samsung SM883 Series 0 GB,,SAMSUNG,MZ7KH3T8HALS-00005,7640143870516,,SATA,SATA,0 GB,MLC,Samsung Maru,
Samsung SM883 Series 240 GB,,SAMSUNG,MZ7KH240HAHQ-00005,7640143870479,,SATA,SATA,240 GB,MLC,Samsung Maru,
Samsung SM883 Series 480 GB,,SAMSUNG,MZ7KH480HAHQ-00005,7640143870486,,SATA,SATA,480 GB,MLC,Samsung Maru,
Samsung SM883 Series 960 GB,,SAMSUNG,MZ7KH960HAJR-00005,7640143870493,,SATA,SATA,960 GB,MLC,Samsung Maru,
SanDisk Plus 120GB TLC,183.07 zł,SanDisk,SDSSDA-120G-G26,619659146689,,SATA,SATA,120 GB,,,https://www.amazon.ca/dp/B01F9G414U?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
SanDisk Plus 240GB TLC,100.17 zł,SanDisk,SDSSDA-240G-G26,619659146726,,SATA,SATA,240 GB,,,https://www.amazon.ca/dp/B01F9G43WU?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
SanDisk Plus 480GB TLC,150.39 zł,SanDisk,SDSSDA-480G-G26,619659146757,,SATA,SATA,480 GB,,,https://www.amazon.ca/dp/B01F9G46Q8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
SanDisk Plus 960GB TLC,315.02 zł,SanDisk,SDSSDA-960G-G26,619659151324,,SATA,SATA,960 GB,,,https://www.amazon.ca/dp/B01LY5ZZ4P?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
SanDisk Ultra II 240GB TLC,321.17 zł,SanDisk,SDSSDHII-240G-G25,619659112134,,SATA,SATA,240 GB,,,https://www.amazon.ca/SanDisk-Ultra-2-5-Inch-Height-SDSSDHII-240G-G25/dp/B00M8ABEIM?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00M8ABEIM
SanDisk Ultra II 480GB TLC,385.33 zł,SanDisk,SDSSDHII-480G-G25,619659112165,,SATA,SATA,480 GB,,,https://www.amazon.ca/SanDisk-Ultra-2-5-Inch-Height-SDSSDHII-480G-G25/dp/B00M8ABFX6?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00M8ABFX6
SanDisk Ultra II 960GB TLC,729.00 zł,SanDisk,SDSSDHII-960G-G25,619659112196,,SATA,SATA,960 GB,,,https://www.amazon.ca/SanDisk-Ultra-2-5-Inch-Height-SDSSDHII-960G-G25/dp/B00M8ABHVQ?SubscriptionId=AKIAI7B523DQIKTQ3BRQ&tag=pckombo04b-20&linkCode=xm2&camp=2025&creative=165953&creativeASIN=B00M8ABHVQ
Seagate BarraCuda 510 1000 GB,,Seagate,ZP1000CM3A001,8719706019941,,M.2,NVM,1000 GB,TLC,Phison PS5012-E12 mit 8 Kanälen,
Seagate BarraCuda 510 512 GB,358.23 zł,Seagate,ZP512CM30041,763649134016,,M.2,NVM,512 GB,TLC,Phison PS5012-E12 mit 8 Kanälen,https://www.amazon.ca/dp/B07QRCJGJ7?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Seagate FireCuda 530 1000 GB,328.14 zł,Seagate,ZP1000GM3A013,8719706420426,763649161753.0,M.2,NVM,1000 GB,TLC,"Phison PS5018-E18, 8 Kanäle",https://www.amazon.ca/dp/B08Q54CHS6?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Seagate FireCuda 530 2000 GB,1309.89 zł,Seagate,ZP2000GM3A013,8719706420433,763649161760.0,M.2,NVM,2000 GB,TLC,"Phison PS5018-E18, 8 Kanäle",https://www.amazon.ca/dp/B0971D2WWL?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Seagate FireCuda 530 4000 GB,1941.59 zł,Seagate,ZP4000GM3A013,8719706420440,763649161777.0,M.2,NVM,4000 GB,TLC,"Phison PS5018-E18, 8 Kanäle",https://www.amazon.ca/dp/B08Q54GHTC?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Seagate FireCuda 530 500 GB,232.42 zł,Seagate,ZP500GM3A013,8719706420419,763649161746.0,M.2,NVM,500 GB,TLC,"Phison PS5018-E18, 8 Kanäle",https://www.amazon.ca/dp/B08Q4X1HRJ?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Seagate IronWolf 240 GB,218.74 zł,Seagate,ZP240NM30011,8719706018326,763649135952.0,M.2,NVM,240 GB,TLC,SK Hynix mit 8 Kanälen,https://www.amazon.ca/dp/B0851FF1V8?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Seagate IronWolf 480 GB,410.18 zł,Seagate,ZP480NM30011,8719706018333,763649135969.0,M.2,NVM,480 GB,TLC,SK Hynix mit 8 Kanälen,https://www.amazon.ca/dp/B0853WQN8R?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Seagate IronWolf 960 GB,803.80 zł,Seagate,ZP960NM30011,8719706018340,763649135976.0,M.2,NVM,960 GB,TLC,SK Hynix mit 8 Kanälen,https://www.amazon.ca/dp/B0851F3B78?tag=pckombo04b-20&linkCode=osi&th=1&psc=1
Solidigm P44 Pro 1000 GB,,Solidigm,SSDPFKKW010X7X1,1210001700093,840307300317.0,M.2,NVM,1000 GB,TLC,SK Hynix ACNS075,
Solidigm P44 Pro 2000 GB,,Solidigm,SSDPFKKW020X7X1,1210001700109,,M.2,NVM,2000 GB,TLC,SK Hynix ACNS075,
Solidigm P44 Pro 512 GB,,Solidigm,SSDPFKKW512H7X1,1210001700062,,M.2,NVM,512 GB,TLC,SK Hynix ACNS075,
Team Group DARK L3 Series,,Team Group,T253L3060GMC101,765441011540,,SATA,SATA,60 GB,MLC,PHISON PS3108-S8,
Team Group L5 Lite 3D Series,,Team Group,T253TD120G3C101,765441037656,,SATA,SATA,120 GB,,,
Team Group L5 Lite 3D Series,,Team Group,T253TD240G3C101,765441037663,,SATA,SATA,240 GB,,,
Team Group L5 Lite 3D Series,,Team Group,T253TD480G3C101,765441037649,,SATA,SATA,480 GB,TLC,,
Team Group L5 Lite 3D Series,,Team Group,T253TD001T3C101,765441038189,,SATA,SATA,1000 GB,TLC,,
Team Group L5 Lite Series,,Team Group,T2535T120G0C101,765441034471,,SATA,SATA,120 GB,TLC,,
Team Group L5 Lite Series,,Team Group,T2535T240G0C101,765441034488,,SATA,SATA,240 GB,TLC,,
Team Group L5 Lite Series,,Team Group,T2535T480G0C101,765441034495,,SATA,SATA,480 GB,TLC,,
Team Group L5 Lite Series,,Team Group,T2535T060G0C101,765441034938,,SATA,SATA,60 GB,TLC,,
Team Group L7 EVO Series,,Team Group,T253L7120GTC101,765441032347,,SATA,SATA,120 GB,TLC,Marvell,
Team Group L7 EVO Series,,Team Group,T253L7240GTC101,765441032354,,SATA,SATA,240 GB,TLC,Marvell,
Team Group L7 EVO Series 60 GB,,Team Group,T253L7060GTC101,765441037311,,SATA,SATA,60 GB,TLC,Marvell,
Team Group M.2 Lite Solid State Drive,,Team Group,TM8PS4128GMC101,765441026599,,M.2,SATA,128 GB,,,
Team Group M.2 Solid State Drive,,Team Group,TM8PS4512GMC101,765441030671,,M.2,SATA,512 GB,MLC,,
Team Group M.2 Solid State Drive Lite,,Team Group,TM8PS5256GMC101,765441031760,,M.2,SATA,256 GB,MLC,,
Team Group M.2 Solid State Drive Lite,,Team Group,TM8PS5128GMC101,765441031722,,M.2,SATA,128 GB,MLC,,
Team Group P30,,Team Group,TM8FP2480G0C101,765441033092,,M.2,NVM,480 GB,MLC,,
Team Group P30 240 GB,,Team Group,TM8FP2240G0C101,765441033085,,M.2,NVM,240 GB,MLC,,
