Part Number,brand,Model,Rank,Benchmark,Samples,Title,Price,Image URL,Frequency,Cores,Socket,Unlocked Multiplier
BX8070110300,,Core i3-10300,185,87.4,391,,,,,,,
100-100000010WOF,,Ryzen TR 3960X,186,87.2,6609,,,,,,,
BX8069510920X,Intel,Core i9-10920X,187,87.2,3007,"Procesor Intel Core i9-10920X, 3.5 GHz, 19.25 MB, OEM (CD8069504382000)","3 449,90 zł",https://images.morele.net/i256/6551006_1_i256.jpg,3.5 GHz,12 rdzeni,Socket 2066,Tak
BX8069510920X,Intel,Core i9-10920X,187,87.2,3007,"Procesor Intel Core i9-10920X, 3.5 GHz, 19.25 MB, BOX (BX8069510920X)","3 612,74 zł",https://images.morele.net/i256/6593035_0_i256.jpg,3.5 GHz,12 rdzeni,Socket 2066,Tak
,,Core i7-1280P,188,87.2,887,,,,,,,
100-100001488BOX,AMD,Ryzen 5 5600GT,189,87.1,146,"Procesor AMD Ryzen 5 5600GT, 3.6 GHz, 16 MB, BOX (100-100001488BOX)","533,08 zł",https://images.morele.net/i256/13170044_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
100-100000025BOX,,Ryzen 7 3800X,190,87.0,141122,,,,,,,
BX80677I77740X,,Core i7-7740X,191,87.0,5094,,,,,,,
BX80684I78700,,Core i7-8700,192,87.0,349567,,,,,,,
BX80684I59500,,Core i5-9500,193,87.0,9059,,,,,,,
,,Core Ultra 5 125H,194,86.9,492,,,,,,,
BX80671I76950X,,Core i7-6950X,195,86.8,6135,,,,,,,
BX80684I59400,,Core i5-9400,196,86.5,22187,,,,,,,
BX80673I99920X,,Core i9-9920X,197,86.4,1009,,,,,,,
,,Ryzen 9 7940HS,198,86.1,930,,,,,,,
100-100000011WOF,,Ryzen TR 3970X,199,86.1,5130,,,,,,,
100-100000457BOX,AMD,Ryzen 5 5500,200,85.9,7024,"Procesor AMD Ryzen 5 5500, 3.6 GHz, 16 MB, MPK (100-100000457MPK)","307,87 zł",https://images.morele.net/i256/10120241_2_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
100-100000457BOX,AMD,Ryzen 5 5500,200,85.9,7024,"Procesor AMD Ryzen 5 5500, 3.6 GHz, 16 MB, OEM (100-000000457)","284,36 zł",https://images.morele.net/i256/10120242_1_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Nie
100-100000457BOX,AMD,Ryzen 5 5500,200,85.9,7024,"Procesor AMD Ryzen 5 5500, 3.6 GHz, 16 MB, BOX (100-100000457BOX)",327 zł,https://images.morele.net/i256/10120240_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
100-100000071BOX,AMD,Ryzen 7 3700X,201,85.9,635419,"Procesor AMD Ryzen 7 3700X, 3.6 GHz, 32 MB, OEM (100-000000071)","614,90 zł",https://images.morele.net/i256/8226637_0_i256.jpg,3.6 GHz,8 rdzeni,Socket AM4,Tak
100-100000071BOX,AMD,Ryzen 7 3700X,201,85.9,635419,"Procesor AMD Ryzen 7 3700X, 3.6 GHz, 32 MB, BOX (100-100000071BOX)",,https://images.morele.net/i256/5938597_0_i256.jpg,3.6 GHz,8 rdzeni,Socket AM4,Tak
100-100000252BOX,AMD,Ryzen 5 5600G,202,85.9,26607,"Procesor AMD Ryzen 5 5600G, 3.9 GHz, 16 MB, MPK (100-100000252MPK)","1 396,98 zł",https://images.morele.net/i256/8536080_2_i256.jpg,3.9 GHz,6 rdzeni,Socket AM4,Tak
100-100000252BOX,AMD,Ryzen 5 5600G,202,85.9,26607,"Procesor AMD Ryzen 5 5600G, 3.9 GHz, 16 MB, OEM (100-000000252)","518,74 zł",https://images.morele.net/i256/8536081_2_i256.jpg,3.9 GHz,6 rdzeni,Socket AM4,Tak
100-100000252BOX,AMD,Ryzen 5 5600G,202,85.9,26607,"Procesor AMD Ryzen 5 5600G, 3.9 GHz, 16 MB, BOX (100-100000252BOX)","611,01 zł",https://images.morele.net/i256/8536079_0_i256.jpg,3.9 GHz,6 rdzeni,Socket AM4,Tak
BX80671I76900K,,Core i7-6900K,203,85.9,6755,,,,,,,
100-000000163,,Ryzen TR 3990X,204,85.8,1222,,,,,,,
BX8069510940X,Intel,Core i9-10940X,205,85.7,1827,"Procesor Intel Core i9-10940X, 3.3 GHz, 19.25 MB, BOX (BX8069510940X)","4 000,38 zł",https://images.morele.net/i256/6686135_0_i256.jpg,3.3 GHz,14 rdzeni,Socket 2066,Tak
,,Core i9-10900T,206,85.5,163,,,,,,,
BX80673I99940X,,Core i9-9940X,207,85.4,1846,,,,,,,
BX8070110400F,Intel,Core i5-10400F,208,85.2,153026,"Procesor Intel Core i5-10400F, 2.9 GHz, 12 MB, OEM (CM8070104290716)","392,94 zł",https://images.morele.net/i256/6747481_0_i256.jpg,2.9 GHz,6 rdzeni,Socket 1200,Nie
BX8070110400F,Intel,Core i5-10400F,208,85.2,153026,"Procesor Intel Core i5-10400F, 2.9 GHz, 12 MB, BOX (BX8070110400F)",429 zł,https://images.morele.net/i256/6731007_2_i256.jpg,2.9 GHz,6 rdzeni,Socket 1200,Nie
,,Core i7-10700T,209,85.2,1608,,,,,,,
,,Core i7-1260P,210,85.1,4690,,,,,,,
BX8069510900X,Intel,Core i9-10900X,211,85.1,6322,"Procesor Intel Core i9-10900X, 3.7 GHz, 19.25 MB, OEM (CD8069504382100)","2 705,50 zł",https://images.morele.net/i256/6551008_0_i256.jpg,3.7 GHz,10 rdzeni,Socket 2066,Tak
BX8069510900X,Intel,Core i9-10900X,211,85.1,6322,"Procesor Intel Core i9-10900X, 3.7 GHz, 19.25 MB, BOX (BX8069510900X)","2 985,96 zł",https://images.morele.net/i256/6484472_0_i256.jpg,3.7 GHz,10 rdzeni,Socket 2066,Tak
BX80658i75775C,,Core i7-5775C,212,84.9,2527,,,,,,,
,,Ryzen 7 7745HX,213,84.9,109,,,,,,,
BX80673I99960X,,Core i9-9960X,214,84.9,850,,,,,,,
100-100000281BOX,,Ryzen 5 3600XT,215,84.8,30318,,,,,,,
BX80684I59400F,Intel,Core i5-9400F,216,84.8,299482,"Procesor Intel Core i5-9400F, 2.9 GHz, 9 MB, OEM (CM8068403358819)","522,01 zł",https://images.morele.net/i256/5955268_0_i256.jpg,2.9 GHz,6 rdzeni,Socket 1151 (Coffee Lake),Nie
,,Core i5-10600T,217,84.7,172,,,,,,,
BX8070110400,Intel,Core i5-10400,218,84.5,71804,"Procesor Intel Core i5-10400, 2.9 GHz, 12 MB, OEM (CM8070104290715)","514,28 zł",https://images.morele.net/i256/6747480_0_i256.jpg,2.9 GHz,6 rdzeni,Socket 1200,Nie
BX8070110400,Intel,Core i5-10400,218,84.5,71804,"Procesor Intel Core i5-10400, 2.9 GHz, 12 MB, BOX (BX8070110400)",589 zł,https://images.morele.net/i256/6731008_1_i256.jpeg,2.9 GHz,6 rdzeni,Socket 1200,Nie
,,Core i9-10980HK,219,84.4,7777,,,,,,,
BX80677I77700K,,Core i7-7700K,220,84.2,712312,,,,,,,
BX8070110500,Intel,Core i5-10500,221,84.2,10180,"Procesor Intel Core i5-10500, 3.1 GHz, 12 MB, BOX (BX8070110500)","1 629,70 zł",https://images.morele.net/i256/6731006_2_i256.jpeg,3.1 GHz,6 rdzeni,Socket 1200,Nie
BX8069510980XE,,Core i9-10980XE,222,84.2,4959,,,,,,,
BX80677I57640X,,Core i5-7640X,223,84.1,2123,,,,,,,
100-100000022BOX,,Ryzen 5 3600X,224,84.1,294959,,,,,,,
100-100001489BOX,AMD,Ryzen 5 5500GT,225,83.9,32,"Procesor AMD Ryzen 5 5500GT, 3.6 GHz, 16 MB, OEM (100-000001489)","673,99 zł",https://images.morele.net/i256/13189444_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
100-100001489BOX,AMD,Ryzen 5 5500GT,225,83.9,32,"Procesor AMD Ryzen 5 5500GT, 3.6 GHz, 16 MB, BOX (100-100001489BOX)","542,32 zł",https://images.morele.net/i256/13170041_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
BX80673I99900X,,Core i9-9900X,226,83.7,3521,,,,,,,
BX80671I76850K,,Core i7-6850K,227,83.6,29279,,,,,,,
BX80673I97940X,,Core i9-7940X,228,83.3,4560,,,,,,,
BX80673I97960X,,Core i9-7960X,229,83.2,2322,,,,,,,
100-100000031BOX,AMD,Ryzen 5 3600,230,83.1,1072639,"Procesor AMD Ryzen 5 3600, 3.6 GHz, 32 MB, BOX (100-100000031BOX)",269 zł,https://images.morele.net/i256/5938599_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
100-100000031BOX,AMD,Ryzen 5 3600,230,83.1,1072639,"Procesor AMD Ryzen 5 3600, 3.6 GHz, 32 MB, OEM (100-000000031)","276,13 zł",https://images.morele.net/i256/5945158_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
100-100000031BOX,AMD,Ryzen 5 3600,230,83.1,1072639,"Procesor AMD Ryzen 5 3600, 3.6 GHz, 32 MB, MPK (100-100000031MPK)","551,99 zł",https://images.morele.net/i256/5947306_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
100-100000031BOX,AMD,Ryzen 5 3600,230,83.1,1072639,"Procesor AMD Ryzen 5 3600, 3.6 GHz, 32 MB, BOX (100-100000031SBX)",269 zł,https://images.morele.net/i256/13261587_1_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
,,Core i5-1240P,231,83.0,3751,,,,,,,
BX80673I99980X,,Core i9-9980XE,232,83.0,2201,,,,,,,
,AMD,Ryzen 7 PRO 4750G,233,83.0,1521,"Procesor AMD Ryzen 7 Pro 4750G, 3.6 GHz, 8 MB, MPK (100-100000145MPK)","1 644,44 zł",https://images.morele.net/i256/9241021_0_i256.jpg,3.6 GHz,8 rdzeni,Socket AM4,Tak
BX80673I79800X,,Core i7-9800X,234,82.9,4003,,,,,,,
,,Ryzen 7 7840HS,235,82.9,1237,,,,,,,
CM8068403358708,,Core i5-8600T,236,82.2,375,,,,,,,
BX8070110105F,Intel,Core i3-10105F,237,82.2,14843,"Procesor Intel Core i3-10105F, 3.7 GHz, 6 MB, BOX (BX8070110105F)","317,83 zł",https://images.morele.net/i256/7732036_3_i256.jpg,3.7 GHz,4 rdzenie,Socket 1200,Nie
BX80684I58500,,Core i5-8500,238,82.1,43089,,,,,,,
,,Xeon E3-1270 v6,239,81.9,593,,,,,,,
BX80673I97900X,,Core i9-7900X,240,81.9,19432,,,,,,,
BX80673I99820X,,Core i9-9820X,241,81.9,2515,,,,,,,
,,Core i9-9980HK,242,81.8,8965,,,,,,,
BX80684I58400,,Core i5-8400,243,81.8,312220,,,,,,,
100-1000000158,AMD,Ryzen 5 3500X,244,81.7,33544,"Procesor AMD Ryzen 5 3500X, 3.6 GHz, 32 MB, OEM (100-000000158)",199 zł,https://images.morele.net/i256/8513070_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
100-1000000158,AMD,Ryzen 5 3500X,244,81.7,33544,"Procesor AMD Ryzen 5 3500X, 3.6 GHz, 32 MB, BOX (100-100000158BOX)","14 180,70 zł",https://images.morele.net/i256/5944068_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
BX80684I38350K,,Core i3-8350K,245,81.7,23493,,,,,,,
,,Xeon E3-1245 v6,246,81.6,562,,,,,,,
BX80673I97920X,,Core i9-7920X,247,81.6,5430,,,,,,,
BX80658i55675C,,Core i5-5675C,248,81.5,945,,,,,,,
,,Ryzen 7 4700G,249,81.3,607,,,,,,,
,,Core i9-10885H,250,81.2,6135,,,,,,,
,,Core i7-1365U,251,81.1,224,,,,,,,
YD295XA8UGAAF,,Ryzen TR 2950X,252,81.1,10169,,,,,,,
BX80671I76800K,,Core i7-6800K,253,80.9,50196,,,,,,,
100-1000000050,AMD,Ryzen 5 3500,254,80.9,16466,"Procesor AMD Ryzen 5 3500, 3.6 GHz, 16 MB, OEM (100-000000050)","164,05 zł",https://images.morele.net/i256/10484464_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
BX80662I76700K,,Core i7-6700K,255,80.8,588978,,,,,,,
YD292XA8AFWOF,,Ryzen TR 2920X,256,80.7,3902,,,,,,,
,,Core i7-5775R,257,80.5,158,,,,,,,
,,Core i7-8809G,258,80.5,3729,,,,,,,
BX80648I75960X,,Core i7-5960X,259,80.5,15468,,,,,,,
,,Ryzen 9 5980HX,260,80.4,673,,,,,,,
,,Core i7-5950HQ,261,80.4,172,,,,,,,
BX8070110100F,Intel,Core i3-10100F,262,80.4,39812,"Procesor Intel Core i3-10100F, 3.6 GHz, 6 MB, OEM (CM8070104291318)","237,94 zł",https://images.morele.net/i256/5945832_2_i256.jpg,3.6 GHz,4 rdzenie,Socket 1200,Nie
,,Core i5-10500H,263,80.3,12921,,,,,,,
,AMD,Ryzen 5 PRO 4650G,264,80.2,6798,"Procesor AMD Ryzen 5 Pro 4650G, 3.7 GHz, 8 MB, MPK (100-100000143MPK)","1 307,50 zł",https://images.morele.net/i256/8041949_1_i256.jpg,3.7 GHz,6 rdzeni,Socket AM4,Nie
BX80673I77820X,,Core i7-7820X,265,80.1,28524,,,,,,,
BX80673I97980X,,Core i9-7980XE,266,80.1,4653,,,,,,,
,,Core i5-11400H,267,80.1,35470,,,,,,,
BX80684I39100F,Intel,Core i3-9100F,268,80.1,34310,"Procesor Intel Core i3-9100F, 3.6 GHz, 6 MB, BOX (BX80684I39100F)",706 zł,https://images.morele.net/i256/5954267_0_i256.jpg,3.6 GHz,4 rdzenie,Socket 1151 (Coffee Lake),Nie
,,Ryzen 7 4800U,269,80.1,2275,,,,,,,
BX80684I38300,,Core i3-8300,270,79.9,2273,,,,,,,
BX8070110100,Intel,Core i3-10100,271,79.9,24563,"Procesor Intel Core i3-10100, 3.6 GHz, 6 MB, OEM (CM8070104291317)","581,83 zł",https://images.morele.net/i256/6755131_1_i256.jpg,3.6 GHz,4 rdzenie,Socket 1200,Nie
BX8070110100,Intel,Core i3-10100,271,79.9,24563,"Procesor Intel Core i3-10100, 3.6 GHz, 6 MB, BOX (BX8070110100)","423,78 zł",https://images.morele.net/i256/6731011_1_i256.jpg,3.6 GHz,4 rdzenie,Socket 1200,Nie
BX80648I75930K,,Core i7-5930K,272,79.8,34039,,,,,,,
,,Ryzen 9 6900HX,273,79.8,2259,,,,,,,
100-100000159BOX,,Ryzen 3 3300X,274,79.7,15293,,,,,,,
BX80684I39100,,Core i3-9100,275,79.7,7621,,,,,,,
,,Core i7-10850H,276,79.5,6246,,,,,,,
,,Xeon E3-1230 v6,277,79.4,474,,,,,,,
CM8068403358413,,Core i7-8700T,278,79.4,5592,,,,,,,
,,Core i5-10400H,279,79.2,625,,,,,,,
,,Core i7-10870H,280,79.1,23498,,,,,,,
YD297XAZAFWOF,,Ryzen TR 2970WX,281,79.0,1966,,,,,,,
,,Ryzen 7 7735HS,282,79.0,1204,,,,,,,
BX80646I74790K,,Core i7-4790K,283,78.9,455746,,,,,,,
CL8068404069006,,Core i9-9880H,284,78.9,11095,,,,,,,
YD299XAZAFWOF,,Ryzen TR 2990WX,285,78.9,3658,,,,,,,
,,Core i5-9400H,286,78.9,773,,,,,,,
,,Core i7-10875H,287,78.8,35361,,,,,,,
,,Core i3-10300T,288,78.6,25,,,,,,,
BX80633I74960X,,Core i7-4960X,289,78.4,5121,,,,,,,
,,Core i7-11375H,290,78.2,706,,,,,,,
,,Ryzen 9 5900HX,291,78.2,12809,,,,,,,
,,Core i5-10500T,292,78.2,1923,,,,,,,
,,Core i5-10400T,293,78.1,1246,,,,,,,
,,Xeon E3-1286 v3,294,78.1,33,,,,,,,
,,Ryzen 7 6800H,295,78.0,7204,,,,,,,
,AMD,Ryzen 5 4600G,296,78.0,3346,"Procesor AMD Ryzen 5 4600G, 3.7 GHz, 8 MB, OEM (100-000000147)",429 zł,https://images.morele.net/i256/13254422_0_i256.jpg,3.7 GHz,6 rdzeni,Socket AM4,Tak
,,Ryzen 9 5980HS,297,78.0,147,,,,,,,
,,Core i7-3970X,298,77.9,2677,,,,,,,
BX80673I77800X,,Core i7-7800X,299,77.9,22334,,,,,,,
,,Core i7-5850HQ,300,77.8,55,,,,,,,
FH8067703417418,,Core i7-8706G,301,77.7,211,,,,,,,
BX80619I73960X,,Core i7-3960X,302,77.7,2165,,,,,,,
,,Core i7 X 990,303,77.7,4994,,,,,,,
YD192XA8AEWOF,,Ryzen TR 1920X,304,77.6,10440,,,,,,,
FH8068403419332,,Core i7-8559U,305,77.5,2379,,,,,,,
,,Core i3-10100T,306,77.2,423,,,,,,,
,,Xeon E3-1275 v3,307,77.2,384,,,,,,,
BX80646E31276V3,,Xeon E3-1276 v3,308,77.1,297,,,,,,,
,,Core i7-9850H,309,77.1,9974,,,,,,,
100-000000253,AMD,Ryzen 3 5300G,310,77.0,1608,"Procesor AMD Ryzen 3 5300G, 4 GHz, 8 MB, OEM (100-000000253)","663,19 zł",https://images.morele.net/i256/14176815_0_i256.jpg,4 GHz,4 rdzenie,Socket AM4,Tak
100-000000253,AMD,Ryzen 3 5300G,310,77.0,1608,"Procesor AMD Ryzen 3 5300G, 4 GHz, 8 MB, BOX (100-100000253BOX)",489 zł,https://images.morele.net/i256/14466637_1_i256.jpg,4 GHz,4 rdzenie,Socket AM4,Tak
,,Ryzen 5 6600H,311,77.0,1412,,,,,,,
BX80633I74930K,,Core i7-4930K,312,76.9,22204,,,,,,,
,,Xeon W3690,313,76.9,4808,,,,,,,
BX80648I75820K,,Core i7-5820K,314,76.8,101694,,,,,,,
,,Xeon E5-1650 v3,315,76.8,7962,,,,,,,
,,Core i7-10750H,316,76.8,206796,,,,,,,
YD195XA8AEWOF,,Ryzen TR 1950X,317,76.7,23641,,,,,,,
,,Xeon E3-1230 v5,318,76.6,2254,,,,,,,
CL8068403373614,,Core i5-8400H,319,76.6,1303,,,,,,,
YD190XA8AEWOF,,Ryzen TR 1900X,320,76.3,7071,,,,,,,
BX80677I77700,,Core i7-7700,321,76.2,256717,,,,,,,
,,Core i7-1355U,322,76.2,3790,,,,,,,
,AMD,Ryzen 5 4500,323,76.2,2402,"Procesor AMD Ryzen 5 4500, 3.6 GHz, 8 MB, OEM (100-000000644)","641,54 zł",https://images.morele.net/i256/10120239_2_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Nie
,AMD,Ryzen 5 4500,323,76.2,2402,"Procesor AMD Ryzen 5 4500, 3.6 GHz, 8 MB, MPK (100-100000644MPK)","670,61 zł",https://images.morele.net/i256/10120238_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Nie
,AMD,Ryzen 5 4500,323,76.2,2402,"Procesor AMD Ryzen 5 4500, 3.6 GHz, 8 MB, BOX (100-100000644BOX)",249 zł,https://images.morele.net/i256/10120237_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Nie
,,Ryzen 9 6900HS,324,76.1,1637,,,,,,,
,,Xeon E5-1650 v2,325,76.0,10921,,,,,,,
,,Ryzen 7 6800HS,326,76.0,515,,,,,,,
,,Core i7 X 980,327,76.0,8133,,,,,,,
,,Ryzen 9 5900HS,328,76.0,3016,,,,,,,
,,Xeon E3-1271 v3,329,75.9,1699,,,,,,,
BX80677I57600K,,Core i5-7600K,330,75.8,195006,,,,,,,
YD270XBGAFBOX,,Ryzen 7 2700X,331,75.7,159077,,,,,,,
,,Xeon W3680,332,75.3,6658,,,,,,,
,,Xeon E3-1270 v3,333,75.2,1918,,,,,,,
,,Ryzen 5 7640HS,334,75.2,426,,,,,,,
,,Core i7 980,335,75.2,2215,,,,,,,
100-000000083,,Ryzen 7 4700U,336,75.2,19248,,,,,,,
BX80677I57600T,,Core i5-7600T,337,75.1,477,,,,,,,
,,Ryzen 7 5800H,338,75.0,19785,,,,,,,
BX80701G6600,,Pentium Gold G6600,339,75.0,44,,,,,,,
,,Xeon X5690,340,74.7,4873,,,,,,,
100-000000105,,Ryzen 5 4600U,341,74.7,554,,,,,,,
CM8068403358913,,Core i5-8400T,342,74.7,4624,,,,,,,
100-100000284BOX,AMD,Ryzen 3 3100,343,74.6,50446,"Procesor AMD Ryzen 3 3100, 3.6 GHz, 16 MB, OEM (100-000000284)",209 zł,https://images.morele.net/i256/13239405_0_i256.jpg,3.6 GHz,4 rdzenie,Socket AM4,Tak
100-100000284BOX,AMD,Ryzen 3 3100,343,74.6,50446,"Procesor AMD Ryzen 3 3100, 3.6 GHz, 16 MB, BOX (100-100000284BOX)","204,16 zł",https://images.morele.net/i256/6732966_0_i256.jpg,3.6 GHz,4 rdzenie,Socket AM4,Tak
BX80646E31241V3,,Xeon E3-1241 v3,344,74.5,3580,,,,,,,
CL8068403805708,,Core i9-8950HK,345,74.5,14729,,,,,,,
BX80619I73930K,,Core i7-3930K,346,74.4,33172,,,,,,,
,,Core i5-10300H,347,74.3,82821,,,,,,,
,,Ryzen 9 4900H,348,74.3,1531,,,,,,,
,,Core i5-8279U,349,74.2,740,,,,,,,
,,Xeon E3-1275 V2,350,74.2,461,,,,,,,
,,Xeon E5-2687W 0,351,74.2,868,,,,,,,
100-000000098,,Ryzen 7 4800H,352,74.1,26507,,,,,,,
YD260XBCAFBOX,AMD,Ryzen 5 2600X,353,74.0,142983,"Procesor AMD Ryzen 5 2600X, 3.6 GHz, 16 MB, BOX (YD260XBCAFBOX)",925 zł,https://images.morele.net/i256/980256_0_i256.jpg,3.6 GHz,6 rdzeni,Socket AM4,Tak
,,Core i7-11370H,354,74.0,12227,,,,,,,
,,Core i5-2550K,355,73.9,2925,,,,,,,
YD2700BBAFBOX,,Ryzen 7 2700,356,73.8,123820,,,,,,,
YD160XBCAEWOF,,Ryzen 5 1600X,357,73.7,140440,,,,,,,
BX80646I74770K,,Core i7-4770K,358,73.6,172887,,,,,,,
BX80646I74771,,Core i7-4771,359,73.5,11180,,,,,,,
,,Xeon E3-1220 v5,360,73.4,1202,,,,,,,
,,Core i7 970,361,73.4,4313,,,,,,,
YD2600BBAFBOX,,Ryzen 5 2600,362,73.3,179588,,,,,,,
BX80646E31231V3,,Xeon E3-1231 v3,363,73.3,19313,,,,,,,
CL8068404121817,,Core i7-9750H,364,73.3,328182,,,,,,,
BX80677I37320,,Core i3-7320,365,73.2,423,,,,,,,
FH8068403419522,,Core i5-8259U,366,73.1,4608,,,,,,,
,,Core i5-10200H,367,73.1,5051,,,,,,,
,,Core i5-1335U,368,73.0,2287,,,,,,,
BX80646E31246V3,,Xeon E3-1246 v3,369,73.0,2511,,,,,,,
,,Ryzen 9 4900HS,370,73.0,1924,,,,,,,
BX80623I72700K,,Core i7-2700K,371,73.0,20692,,,,,,,
,,Ryzen 5 5600H,372,73.0,23730,,,,,,,
,AMD,Ryzen 3 4100,373,73.0,1022,"Procesor AMD Ryzen 3 4100, 3.8 GHz, 4 MB, OEM (100-000000510)","454,99 zł",https://images.morele.net/i256/10120236_2_i256.jpg,3.8 GHz,4 rdzenie,Socket AM4,Nie
,AMD,Ryzen 3 4100,373,73.0,1022,"Procesor AMD Ryzen 3 4100, 3.8 GHz, 4 MB, BOX (100-100000510BOX)","200,56 zł",https://images.morele.net/i256/10120234_0_i256.jpg,3.8 GHz,4 rdzenie,Socket AM4,Nie
CM8068403362509,,Core i5-8500T,374,73.0,5135,,,,,,,
,,Core i5-8305G,375,72.9,386,,,,,,,
,,Ryzen 7 5800HS,376,72.9,2861,,,,,,,
,,Core i5-6600T,377,72.9,1363,,,,,,,
BX80646E31230V3,,Xeon E3-1230 v3,378,72.8,8137,,,,,,,
,,Xeon E3-1270 V2,379,72.7,3610,,,,,,,
,,Xeon W3570,380,72.7,423,,,,,,,
,,Xeon E5-1650 0,381,72.7,10189,,,,,,,
,,Xeon E3-1245 V2,382,72.6,2442,,,,,,,
YD250XBBM4KAF,,Ryzen 5 2500X,383,72.6,2214,,,,,,,
,,Core i7-8705G,384,72.5,5922,,,,,,,
,,Core i5-4670S,385,72.4,1661,,,,,,,
BX80637I73770K,,Core i7-3770K,386,72.4,165979,,,,,,,
,,Core i7 975,387,72.4,3143,,,,,,,
BX80662I56600K,,Core i5-6600K,388,72.4,342244,,,,,,,
BX80662I76700,Intel,Core i7-6700,389,72.3,282363,"Procesor Intel Core i7-6700, 3.4 GHz, 8 MB, OEM (CM8066201920103)","1 693,77 zł",https://images.morele.net/i256/778354_0_i256.jpg,3.4 GHz,4 rdzenie,Socket 1151,Nie
,,Xeon E3-1240 v3,390,72.2,3014,,,,,,,
BX80677I57600,,Core i5-7600,391,72.0,39689,,,,,,,
,,Ryzen 7 4800HS,392,72.0,2569,,,,,,,
YD1600BBAFBOX,,Ryzen 5 1600AF,393,72.0,52721,,,,,,,
BX80633I74820K,,Core i7-4820K,394,71.8,23169,,,,,,,
YD180XBCAEWOF,AMD,Ryzen 7 1800X,395,71.8,30050,"Procesor AMD Ryzen 7 1800X, 3.6GHz, 16 MB, BOX  (YD180XBCAEWOZ)","860,84 zł",https://images.morele.net/i256/9417705_1_i256.jpg,3.6 GHz,8 rdzeni,Socket AM4,Tak
,,Core i7-4790S,396,71.8,13224,,,,,,,
,,Core i7-7820HK,397,71.7,18903,,,,,,,
BX80677I77700T,,Core i7-7700T,398,71.7,7380,,,,,,,
BX80677I37350K,,Core i3-7350K,399,71.5,4002,,,,,,,
,,Xeon E3-1245 v3,400,71.5,2834,,,,,,,
,,Xeon E5-2690 v2,401,71.4,1083,,,,,,,
100-000000084,,Ryzen 5 4500U,402,71.4,28533,,,,,,,
BX80646I74790,,Core i7-4790,403,71.4,255027,,,,,,,
,,Xeon E3-1240 V2,404,71.4,4997,,,,,,,
,,Core i7-7920HQ,405,71.4,1337,,,,,,,
,,Xeon E3-1226 v3,406,71.3,2019,,,,,,,
,,Xeon X5660,407,71.3,6950,,,,,,,
,,Xeon E3-1265L v3,408,71.3,187,,,,,,,
,,Core i7-4770S,409,71.2,13157,,,,,,,
BX80701G6500,,Pentium Gold G6500,410,71.2,137,,,,,,,
,,Core i5-11300H,411,71.1,21459,,,,,,,
CM8068403377415,Intel,Core i3-8100T,412,71.1,2145,"Procesor Intel Core i3-8100T, 3.1 GHz, 6 MB, OEM (CM8068403377415)","724,47 zł",https://images.morele.net/i256/4055104_0_i256.jpg,3.1 GHz,4 rdzenie,Socket 1151 (Coffee Lake),Nie
YD170XBCAEWOF,,Ryzen 7 1700X,413,71.0,66470,,,,,,,
,,Xeon E5-1620 v2,414,71.0,10301,,,,,,,
,,Core i7-4790T,415,70.9,1099,,,,,,,
,,Core i5-2450P,416,70.9,222,,,,,,,
,,Xeon X5667,417,70.8,365,,,,,,,
,,Xeon E31270,418,70.7,3539,,,,,,,
CL8068403359725,,Core i7-8850H,419,70.7,20669,,,,,,,
BX80684I38100,,Core i3-8100,420,70.6,81392,,,,,,,
,,Core i7 880,421,70.6,808,,,,,,,
BX80623I72600K,,Core i7-2600K,422,70.6,147533,,,,,,,
BX80646I74770,,Core i7-4770,423,70.5,176321,,,,,,,
,,Xeon E3-1230 V2,424,70.5,8235,,,,,,,
,,Core i7 K 875,425,70.4,2354,,,,,,,
,,Xeon E3-1240,426,70.3,2292,,,,,,,
,,Core i7-4770T,427,70.3,629,,,,,,,
YD1600BBAEBOX,,Ryzen 5 1600,428,70.2,392253,,,,,,,
CL8068403359524,,Core i7-8750H,429,70.1,442631,,,,,,,
100-000000100,,Ryzen 5 4600H,430,70.1,27218,,,,,,,
,,Xeon X5650,431,70.1,13757,,,,,,,
,,Xeon E3-1505M v6,432,70.1,4124,,,,,,,
BX80677I37300,,Core i3-7300,433,70.0,1568,,,,,,,
CM8066201920202,,Core i7-6700T,434,69.9,9225,,,,,,,
,,Xeon E3-1225 V2,435,69.8,2869,,,,,,,
